"No.","Time","Source","Destination","Protocol","Length","Info","OpGroup","OpCode","Bytes","Event Code","Command Opcode","Sub Event","EvBytes","CID","Command Code","DLCI","Frame type","MCC Command Type","Transaction","C/R","Ctype","Opcode","PDU ID","Operation ID","Transaction","Message Type","Signal","ACP SEID","INT SEID","Expected data speed","Opcode","Handle","Value"
"233","2025-01-05 04:13:54.847006","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"235","2025-01-05 04:14:11.594601","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"237","2025-01-05 04:14:11.602060","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Parameters)","","","0e:04","Command Complete","LE Set Extended Scan Parameters","","0e","","","","","","","","","","","","","","","","","","","",""
"239","2025-01-05 04:14:11.607055","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"241","2025-01-05 04:14:11.613142","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"243","2025-01-05 04:16:37.975089","controller","host","HCI_EVT","9","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:06","Command Complete","0xfd57","","0e","00:01","","","","","","","","","","","","","","","","","","",""
"245","2025-01-05 04:16:38.000850","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","07:00","","","","","","","","","","","","","","","","","","",""
"247","2025-01-05 04:16:38.005806","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","01:00","","","","","","","","","","","","","","","","","","",""
"249","2025-01-05 04:16:38.010780","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","07:00","","","","","","","","","","","","","","","","","","",""
"251","2025-01-05 04:16:38.015828","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","01:00","","","","","","","","","","","","","","","","","","",""
"253","2025-01-05 04:16:38.020754","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","07:00","","","","","","","","","","","","","","","","","","",""
"255","2025-01-05 04:16:38.025744","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","01:00","","","","","","","","","","","","","","","","","","",""
"257","2025-01-05 04:16:38.030780","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Parameters)","","","0e:04","Command Complete","LE Set Extended Scan Parameters","","0e","","","","","","","","","","","","","","","","","","","",""
"259","2025-01-05 04:16:38.035786","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"261","2025-01-05 04:16:38.040723","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"263","2025-01-05 04:16:38.044488","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Parameters)","","","0e:04","Command Complete","LE Set Extended Scan Parameters","","0e","","","","","","","","","","","","","","","","","","","",""
"265","2025-01-05 04:16:38.049523","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"266","2025-01-05 04:16:38.236037","controller","host","HCI_EVT","8","Rcvd Vendor-Specific","","","ff:05","Vendor-Specific","","","ff","","","","","","","","","","","","","","","","","","","",""
"267","2025-01-05 04:16:40.707184","controller","host","HCI_EVT","8","Rcvd Vendor-Specific","","","ff:05","Vendor-Specific","","","ff","","","","","","","","","","","","","","","","","","","",""
"269","2025-01-05 04:16:43.750788","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"271","2025-01-05 04:16:43.756822","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Parameters)","","","0e:04","Command Complete","LE Set Extended Scan Parameters","","0e","","","","","","","","","","","","","","","","","","","",""
"273","2025-01-05 04:16:43.760659","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"274","2025-01-05 04:17:04.987310","controller","host","HCI_EVT","39","Rcvd LE Meta (LE Advertising Report)","","","3e:24","LE Meta","","LE Advertising Report","3e","62:cd","","","","","","","","","","","","","","","","","","",""
"275","2025-01-05 04:17:04.987858","controller","host","HCI_EVT","39","Rcvd LE Meta (LE Advertising Report)","","","3e:24","LE Meta","","LE Advertising Report","3e","62:cd","","","","","","","","","","","","","","","","","","",""
"276","2025-01-05 04:17:04.989509","controller","host","HCI_EVT","43","Rcvd LE Meta (LE Advertising Report)","","","3e:28","LE Meta","","LE Advertising Report","3e","62:cd","","","","","","","","","","","","","","","","","","",""
"277","2025-01-05 04:17:14.654713","controller","host","HCI_EVT","39","Rcvd LE Meta (LE Advertising Report)","","","3e:24","LE Meta","","LE Advertising Report","3e","62:cd","","","","","","","","","","","","","","","","","","",""
"278","2025-01-05 04:17:14.655900","controller","host","HCI_EVT","39","Rcvd LE Meta (LE Advertising Report)","","","3e:24","LE Meta","","LE Advertising Report","3e","62:cd","","","","","","","","","","","","","","","","","","",""
"279","2025-01-05 04:17:14.656971","controller","host","HCI_EVT","43","Rcvd LE Meta (LE Advertising Report)","","","3e:28","LE Meta","","LE Advertising Report","3e","62:cd","","","","","","","","","","","","","","","","","","",""
"281","2025-01-05 04:18:59.465220","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Class of Device)","","","0e:04","Command Complete","Write Class of Device","","0e","","","","","","","","","","","","","","","","","","","",""
"283","2025-01-05 04:18:59.472948","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"285","2025-01-05 04:18:59.478134","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"287","2025-01-05 04:18:59.480446","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"289","2025-01-05 04:18:59.488046","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Voice Setting)","","","0e:04","Command Complete","Write Voice Setting","","0e","","","","","","","","","","","","","","","","","","","",""
"291","2025-01-05 04:18:59.490553","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"293","2025-01-05 04:18:59.493002","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"295","2025-01-05 04:18:59.620431","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"297","2025-01-05 04:18:59.629159","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"299","2025-01-05 04:18:59.632038","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"301","2025-01-05 04:18:59.634225","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"303","2025-01-05 04:18:59.636678","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"305","2025-01-05 04:18:59.666771","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"307","2025-01-05 04:18:59.720575","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Scan Enable)","","","0e:04","Command Complete","Write Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"309","2025-01-05 04:18:59.725597","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Scan Enable)","","","0e:04","Command Complete","Write Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"311","2025-01-05 04:18:59.935620","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"313","2025-01-05 04:18:59.955687","controller","host","HCI_EVT","7","Rcvd Command Complete (Write Extended Inquiry Response)","","","0e:04","Command Complete","Write Extended Inquiry Response","","0e","","","","","","","","","","","","","","","","","","","",""
"315","2025-01-05 04:19:00.394273","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"317","2025-01-05 04:19:00.401990","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","01:01","","","","","","","","","","","","","","","","","","",""
"319","2025-01-05 04:19:00.409513","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","01:01","","","","","","","","","","","","","","","","","","",""
"321","2025-01-05 04:19:00.416847","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","01:01","","","","","","","","","","","","","","","","","","",""
"323","2025-01-05 04:19:00.478071","controller","host","HCI_EVT","9","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:06","Command Complete","0xfd57","","0e","00:01","","","","","","","","","","","","","","","","","","",""
"325","2025-01-05 04:19:00.485549","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","07:00","","","","","","","","","","","","","","","","","","",""
"327","2025-01-05 04:19:00.493041","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","01:00","","","","","","","","","","","","","","","","","","",""
"329","2025-01-05 04:19:00.501601","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","07:00","","","","","","","","","","","","","","","","","","",""
"331","2025-01-05 04:19:00.506868","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","01:00","","","","","","","","","","","","","","","","","","",""
"333","2025-01-05 04:19:00.561787","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","07:00","","","","","","","","","","","","","","","","","","",""
"335","2025-01-05 04:19:00.569341","controller","host","HCI_EVT","10","Rcvd Command Complete (Vendor Command 0x0157 [opcode 0xFD57])","","","0e:07","Command Complete","0xfd57","","0e","01:00","","","","","","","","","","","","","","","","","","",""
"337","2025-01-05 04:19:00.576742","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Parameters)","","","0e:04","Command Complete","LE Set Extended Scan Parameters","","0e","","","","","","","","","","","","","","","","","","","",""
"339","2025-01-05 04:19:00.584267","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"341","2025-01-05 04:19:00.589259","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
"343","2025-01-05 04:19:00.596743","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Parameters)","","","0e:04","Command Complete","LE Set Extended Scan Parameters","","0e","","","","","","","","","","","","","","","","","","","",""
"345","2025-01-05 04:19:00.604244","controller","host","HCI_EVT","7","Rcvd Command Complete (LE Set Extended Scan Enable)","","","0e:04","Command Complete","LE Set Extended Scan Enable","","0e","","","","","","","","","","","","","","","","","","","",""
